mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
0.16061720848083497,0.02462836226476542,0.0064373970031738285,0.0011580083810147856,True,415,10,2,11,50,"OrderedDict({'bootstrap': True, 'max_depth': 415, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 11, 'n_estimators': 50})",0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.525,0.13462912017836262,1
0.15036065578460694,0.014890184506165409,0.006787228584289551,0.0011992948990690168,True,247,9,2,14,50,"OrderedDict({'bootstrap': True, 'max_depth': 247, 'max_features': 9, 'min_samples_leaf': 2, 'min_samples_split': 14, 'n_estimators': 50})",0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.475,0.075,19
0.16922152042388916,0.018749471251448487,0.007529854774475098,0.0004899304709681833,True,20,10,2,5,50,"OrderedDict({'bootstrap': True, 'max_depth': 20, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50})",0.25,0.5,0.5,0.75,0.25,0.75,0.5,0.5,0.5,0.25,0.475,0.175,19
0.1684394121170044,0.020217231898857185,0.007333135604858399,0.0006124440122082106,True,102,10,3,12,50,"OrderedDict({'bootstrap': True, 'max_depth': 102, 'max_features': 10, 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 50})",0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.475,0.13462912017836262,19
1.4553894758224488,0.0943487478858645,0.029462647438049317,0.007502336576644173,True,392,10,2,13,500,"OrderedDict({'bootstrap': True, 'max_depth': 392, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 13, 'n_estimators': 500})",0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11180339887498948,4
0.2691246271133423,0.014656807058347314,0.010451316833496094,0.001138320895703848,True,257,10,10,5,98,"OrderedDict({'bootstrap': True, 'max_depth': 257, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 98})",0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.1,31
0.17881128787994385,0.011836071462587656,0.00823521614074707,0.0007692019143051806,True,24,10,10,20,63,"OrderedDict({'bootstrap': True, 'max_depth': 24, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 63})",0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.1,31
1.4528250217437744,0.07532132457462586,0.027611398696899415,0.004205653424135076,True,20,10,2,11,500,"OrderedDict({'bootstrap': True, 'max_depth': 20, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 11, 'n_estimators': 500})",0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11180339887498948,4
0.14879558086395264,0.019280391328998996,0.0085068941116333,0.0023757937442637953,True,47,6,2,12,50,"OrderedDict({'bootstrap': True, 'max_depth': 47, 'max_features': 6, 'min_samples_leaf': 2, 'min_samples_split': 12, 'n_estimators': 50})",0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11180339887498948,4
0.13688967227935792,0.01225719243615434,0.007055020332336426,0.0013028947131429017,True,500,6,2,11,50,"OrderedDict({'bootstrap': True, 'max_depth': 500, 'max_features': 6, 'min_samples_leaf': 2, 'min_samples_split': 11, 'n_estimators': 50})",0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11180339887498948,4
0.15364744663238525,0.008560062325480332,0.007579541206359864,0.0006234592000790807,True,181,10,2,20,50,"OrderedDict({'bootstrap': True, 'max_depth': 181, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 50})",0.25,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.11180339887498948,4
